corp_name,corp_code,stock_code,ceo_name,industry_code
아시아나항공(주),00138792,020560,송보영,511
에어부산 주식회사,00651901,298690,정병섭,511
명문제약(주),00121039,017180,배철한,212
한국전력공사(주),00159193,015760,김동철,35120
(주)케이씨씨,00105271,002380,"정몽진, 정재훈",20411
(주)시프트업,01384787,462870,김형태,58212
(주)한국특강,00124090,007280,박성우,24121
(주)세아제강지주,00124197,003030,"이주성, 조영빈",64992
자이에스앤디(주),00367844,317400,구본삼,681
에이치디현대마린솔루션(주),01194689,443060,이기동,7212
에이치디현대일렉트릭(주),01205851,267260,김영기,281
제일약품(주),01236897,271980,"성석제, 한상철 (공동대표)",212
한화오션(주),00111704,042660,김희철,3111
(주)팜스코,00260408,036580,김남욱,105
모나용평(주),00365989,070960,임학운,55103
(주)엘지씨엔에스,00139834,064400,현신균,62021
(주)휴비스,00362238,079980,김석현,20501
현대오토에버(주),00362441,307950,김윤구,582
(주)세이브존아이앤씨,00422895,067830,이상준,47111
에이치디현대중공업(주),01390344,329180,"이상균, 노진율 (각자 대표이사)",31113
계룡건설산업(주),00102432,013580,"오태식, 윤길호",412
㈜엔에이치올원위탁관리부동산투자회사,01480780,400760,소선호,6812
SGC에너지(주),00125150,005090,"이우성, 박준영, 이복영",351
티피(주),00154329,007980,임석원,141
나이스평가정보 주식회사,00158325,030190,김종윤,63991
씨에스윈드(주),00670340,112610,방성훈,2511
(주)케이티아이에스,00372873,058860,이선주,63991
삼성바이오로직스(주),00877059,207940,임존종보 (Rim John Chongbo),211
에스케이바이오사이언스(주),01319899,302440,안재용,211
계양전기(주),00102618,012200,임영환,291
이건산업(주),00145446,008250,백오현,16211
콜마홀딩스(주),00203290,024720,윤상현,64992
(주)주성코퍼레이션,00753643,109070,허용호,264
엘에스일렉트릭 주식회사,00105855,010120,"구자균, 채대석",28121
(주)휴니드테크놀러지스,00111421,005870,김유진,2642
대한전선(주),00113207,001440,송종민,28302
(주)다이나믹디자인,00453488,145210,황 응 연,292
KR모터스(주),00112378,000040,노성석,319
(주)이엔플러스,00469799,074610,최용인,29193
(주)남성,00172185,004270,윤성호,467
롯데칠성음료(주),00120571,005300,박윤기,11209
삼성전자(주),00126380,005930,전영현,264
한화에어로스페이스(주),00126566,012450,"김동관, 손재일, Michael Coulter",31321
삼호개발(주),00128980,010960,"심재범, 이영열",421
롯데케미칼(주),00165413,011170,"신동빈, 이영준, 황민재",20111
(주)LG유플러스,00231363,032640,홍범식,61220
(주)신세계푸드,00274933,031440,강승협,56130
씨제이씨지브이(주),00303873,079160,정종민,59141
한미반도체(주),00161383,042700,곽동신,29271
전진건설로봇(주),00372129,079900,고현국,292
스틱인베스트먼트(주),00117498,026890,"곽동걸, 강신우",64201
국도화학(주),00104388,007690,"이시창, 황문성",20111
일진디스플레이(주),00198697,020760,이우종,261
대원제약(주),00111999,003220,"백승열, BAEK JONATHAN IN",212
조선내화 주식회사,01770203,462520,최광철,2321
금호타이어(주),00481454,073240,정일택,221
주식회사 에코프로머티리얼즈,01311408,450080,김병훈,28202
씨제이대한통운(주),00113410,000120,"신영수, 민영학 (각자 대표)",493
SK증권(주),00131850,001510,"전우종, 정준호",66121
(주)대우건설,00124540,047040,김보현,41112
(주)현대홈쇼핑,00412597,057050,"정교선, 한광영(각자 대표이사)",47919
(주)메타케어,00791209,118000,이수진,4659
참엔지니어링(주),00153621,009310,이경희,29271
엘아이지넥스원(주),00503668,079550,신익현,25200
효성중공업(주),01316245,298040,우태희,281
(주)대웅,00111810,003090,윤재춘,212
한국전력기술(주),00159209,052690,김태균,72129
(주)국보,00104519,001140,"박찬하, 김룡영(각자 대표)",49301
평화홀딩스(주),00155124,010770,"황순용, 김주영",303
(주)케이티앤지,00244455,033780,방경만,12000
(주)카카오,00258801,035720,정신아,63120
(주)엔씨소프트,00261443,036570,"김택진, 박병무 (공동대표이사)",582
(주)케이티스카이라이프,00349097,053210,최영범,60229
한세엠케이(주),00357360,069640,"김지원, 임동환(각자 대표이사)",4741
(주)종근당바이오,00390055,063160,박완갑,212
(주)대웅제약,00427483,069620,"이창재, 박성수",212
SK네트웍스(주),00131780,001740,이호정,467
(주)에이치에스효성,01854763,487570,"조현상, 안성훈",64999
포스코홀딩스(주),00155319,005490,"대표이사 회장  장인화, 대표이사 사장  이주태",2411
롯데정밀화학(주),00157681,004000,정승원,20119
(주)신세계인터내셔날,00234412,031430,"윌리엄 김, 김홍극 (각자대표)",4741
동일고무벨트(주),00939687,163560,TANIYAMA KEN,2219
(주)농심,00108241,004370,이병학,108
교촌에프앤비(주),00453284,339770,송종화,46313
(주)동양고속,00540641,084670,최성원,49220
주식회사 에이플러스에셋어드바이저,00684802,244920,"곽근호, 황승목(각자대표)",66202
(주)이마트,00872984,139480,한채양,471
코리안리재보험(주),00113191,003690,원종규,65200
주식회사 에프앤에프홀딩스,00126487,007700,박의헌,64992
(주)신세계아이앤씨,00219486,035510,양윤지,62021
주식회사 에프앤에프,01568413,383220,김창수,14111
케이비발해인프라투융자회사,01880801,415640,법인이사 케이비자산운용(주),642
(주)INVENI,00105101,015360,"구본혁, 이창우",715
동국씨엠 주식회사,01765256,460850,박상훈,24122
주식회사 엠앤씨솔루션,01519790,484870,김병근,292
에스비성보(주),00132725,003080,윤정선,2032
(주)유니켐,00137207,011330,김진환,15110
(주)선앤엘,00132211,002820,이윤규,16211
미창석유공업(주),00122056,003650,유재순,19221
(주)에이프로젠,00152385,007460,김재섭,259
한화엔진(주),00361008,082740,유문기,29111
다올투자증권(주),00156859,030210,"이병철, 황준호 (각자 대표이사)",66121
(주)플레이그램,00103130,009810,"김재욱, 선영",467
무림피앤피(주),00119007,009580,이도균,171
한국제지(주),00133706,027970,안재호,171
페이퍼코리아(주),00134723,001020,권육상,171
무림페이퍼(주),00136086,009200,이도균,171
(주)STX 그린 로지스,01784394,465770,유재호,501
엔피씨(주),00108038,004250,"나창엽,양창영,심일식(각자 대표이사)",22232
대한해운(주),00113535,005880,한수한,50112
(주)두산,00117212,000150,"박정원, 김민철, 유승우",64992
(주)동양,00117337,001520,박주형,23322
(주)삼익악기,00127857,002450,"김종섭, 김민수",33201
고려산업(주),00102751,002140,"전장열, 김영교(각자 대표이사)",105
현대건설(주),00164478,000720,이한우,41221
대림바스 주식회사,00109754,005750,강태식,23222
(주)오뚜기,00141529,007310,"함영준, 황성만",108
(주)온타이드,00168331,005320,우혁주,46413
(주)아이엠금융지주,00878915,139130,황병우,64992
(주)테이팩스,00256955,055490,허지행,2229
삼진제약(주),00128412,005500,"최지현, 조규석",212
(주)동서,00144395,026960,윤세철,4632
(주)풍산홀딩스,00155531,005810,박우동,64992
현대해상화재보험(주),00164973,001450,이석현,65121
(주)이월드,00540605,084680,"방병순, 민혜정",331
(주)노루페인트,00583442,090350,이수민,20411
(주)지에스피앤엘,01882845,499790,김원식,64992
(주)수산인더스트리,00193328,126720,"한봉섭,정보윤(각자대표)",422
(주)KB금융지주,00688996,105560,양종희,64992
(주)모토닉,00151128,009680,"김희진, 신현돈(각자 대표이사)",303
(주)풀무원,00155355,017810,이우봉,108
한일현대시멘트(주),00164672,006390,"전근식, 오해근",23311
진양화학(주),00347734,051630,임경섭,22214
진양산업(주),00150439,003780,최원석,2225
서울보증보험(주),00112998,031210,이명순,65122
(주)화인베스틸,00661847,133820,장재훈,24121
넷마블(주),00904672,251270,김병규,5821
두산로보틱스 주식회사,01105153,454910,"박인원, 김민표, 조길성",2928
(주)엑시큐어하이트론,00156150,019490,유앤디,265
(주)덴티움,00526599,145720,"서승우, 윤병호",27191
한일시멘트(주),01319808,300720,"전근식, 오해근",23311
AK홀딩스(주),00125080,006840,"고준, 채형석 (각자 대표이사)",64992
아주스틸(주),00486705,139990,이현식,2419
피케이씨(주),00122472,001340,윤해구,20131
신일전자(주),00173698,002700,정윤석,46521
인지컨트롤스(주),00103510,023800,"정구용, 정혜승 각자 대표이사",30310
동국홀딩스(주),00114792,001230,장세욱,649
에이치디현대마린엔진(주),00406046,071970,강영,29119
삼성에스디에스(주),00126186,018260,이준희,62021
삼성SDI(주),00126362,006400,최주선,28202
남해화학(주),00107987,025860,김창수,20312
(주)삼일씨엔에스,00109806,004440,윤성용,23325
삼성에프엔위탁관리부동산투자회사 주식회사,01688896,448730,이명규,6811
인천도시가스(주),00145862,034590,정진혁,35200
일진전기(주),00683469,103590,"황수, 유상석(각자 대표이사)",2830
KISCO홀딩스(주),00159740,001940,"장세홍, 이병제 (각자대표)",241
미래에셋생명보험(주),00112332,085620,"김재식, 황문규",65110
(주)종근당홀딩스,00149354,001630,최희남,212
(주)코오롱,00152862,002020,"안병덕, 이규호",64992
(주)태영건설,00153861,009410,"최금락, 최진국 (각자대표)",41221
(주)한익스프레스,00129509,014130,유인철,49301
(주)SPC삼립,00125530,005610,"황종현, 김범수(각자 대표이사)",108
(주)MH에탄올,00121534,023150,"최동호, 김일환",11121
삼성카드(주),00126292,029780,김이태,64913
세방전지(주),00133858,004490,대표이사 박정희,28202
사조동아원(주),00137252,008040,이창주,105
(주)지에스리테일,00140177,007070,허서홍,47122
(주)지누스,00150633,013890,정백재,320
롯데하이마트(주),00158307,071840,남창희,47320
(주)에이치에스애드,00140168,035000,박애리,71310
엘에스에코에너지 주식회사,01093007,229640,이상호,64992
에이치디씨랩스(주),00350312,039570,김성은,423
포스코스틸리온(주),00155258,058430,대표이사 사장 천시열,2419
(주)포스코퓨처엠,00155276,003670,엄기천,282
(주)마니커,00204208,027740,"안정원,엄영철(각자 대표이사)",1012
(주)세아홀딩스,00377610,058650,"이태성, 김수호",241
해성디에스(주),01032413,195870,최영식,262
에이치에스효성첨단소재(주),01316254,298050,"임진달, 성낙양(각자 대표이사)",205
주식회사 이지스레지던스위탁관리부동산투자회사,01436628,350520,이승환,681
남양유업(주),00107598,003920,김승언(대표집행임원),104
동성제약(주),00116268,002210,나원균,212
영풍제지(주),00141404,006740,이옥순,172
(주)드림텍,00415646,192650,"김형민, 박찬홍(각자대표)",2629
대한제당(주),00113234,001790,강승우,105
대한제분(주),00113243,001130,"이건영, 송인석",105
대상(주),00121941,001680,임정배,108
삼양식품(주),00126955,003230,"김정수, 김동찬",108
서울식품공업(주),00130879,004410,서성훈,108
(주)우성,00142661,006980,한재규,105
한국공항(주),00156691,005430,이수근,52939
한국쉘석유(주),00158149,002960,이승봉,19221
(주)씨아이테크,00127158,004920,김대영,26529
(주)와이투솔루션,00144720,011690,강석환,2611
중소기업은행,00149646,024110,김성태,64121
(주)신한글로벌액티브위탁관리부동산투자회사,01714997,481850,조준우,64201
삼익THK(주),00127802,004380,진영환,29141
SKC(주),00139889,011790,박원철,204
(주)조흥,00149345,002600,함영제,108
해태제과식품주식회사,00428321,101530,"신정훈, 이상진(각자대표)",108
(주)대교,00108913,019680,강호준,851
동아쏘시오홀딩스(주),00116824,000640,김민영,64992
동아에스티(주),00956930,170900,정재훈,212
CJ제일제당(주),00635134,097950,"손경식,강신호(각자 대표이사)",108
(주)선진,00855093,136490,이범권,109
(주)삼양사,00896285,145990,"최낙현, 강호성",108
샘표식품(주),01167056,248170,박진선,108
(주)크라운제과,01205329,264900,윤석빈,106
(주)오리온,01238169,271560,이승준,108
롯데웰푸드(주),01258507,280360,"신동빈, 이영구, 이창엽",108
(주)경동나비엔,00101488,009450,"손연호, 손흥락, 장희철",28520
남광토건(주),00107066,001260,"김종수, 이동철(각자대표)",41221
(주)대창,00112651,012800,"조시영, 김옥열",24221
동원산업(주),00118026,006040,"김세훈, 박상진, 장인성",64992
보해양조(주),00123541,000890,조영석,11122
에스엘(주),00125521,005850,"이성엽,정문호",303
에스케이디스커버리(주),00131832,006120,"최창원, 손현호",64992
동원시스템즈(주),00132637,014820,"조점근,서범원,정용욱",222
유화증권(주),00145190,003460,서태영,66121
한솔피엔에스(주),00103626,010420,"홍성민, 김형준(각자대표)",467
국제약품(주),00104722,002720,"남영우, 남태훈",212
일성건설(주),00146232,013360,백종탁,41221
오씨아이홀딩스 주식회사,00148896,010060,"이우현, 김택중, 이수미(3인, 각자 대표이사)",64992
(주)휴스틸,00156488,005010,"박훈, 윤형원(각자 대표이사)",2413
한국앤컴퍼니(주),00160047,000240,"조현범, 박종호(각자 대표이사)",64992
코스모화학(주),00160302,005420,김두영,2049
한미사이언스(주),00161426,008930,김재교,64992
(주)한창제지,00163761,009460,"KIM JOONYOUNG, 이상무 각자대표",171
에이치디씨(주),00164636,012630,"정몽규, 김회언 (각자 대표이사)",649
에이치엠엠(주) ,00164645,011200,최원혁,50112
기신정기(주),00106614,092440,윤현도,29293
(주)진도,00557933,088790,임병남,467
(주)백산,00122551,035150,"김한준, 전제형(각자 대표이사)",22214
한솔로지스틱스(주),00140946,009180,고정한,5299
(주)영흥,00141477,012160,강근욱,24123
주식회사 한컴라이프케어,00534598,372910,김선영,27199
한솔제지(주),01060744,213500,한경록,171
부광약품(주),00123718,003000,이제영,212
삼성제약(주),00126414,001360,정성택 대표이사,212
(주)녹십자,00129679,006280,허은철,212
(주)팜젠사이언스,00135050,004720,김혜연 박희덕(각자),212
신풍제약(주),00137359,019170,유 제 만,212
영진약품(주),00141149,003520,이기수,212
(주)유유제약,00144818,000220,"유원상, 박노용(각자대표)",212
일동홀딩스(주),00146083,000230,박대창,212
JW중외제약(주),00149947,001060,대표이사 신영섭,212
한국유나이티드제약(주),00158963,033270,강덕영,212
(주)한독,00161046,002390,"김영진, 백진기",212
(주)대양금속,00111111,009190,정지수,24122
(주)넥센,00167192,005720,"강병중, 강호찬, 문성희",221
넥센타이어(주),00173874,002350,대표이사 회  장 강병중 대표이사 부회장 강호찬 대표이사 사  장 김현석,221
(주)동아지질,00178754,028100,"최정욱, 정경수",421
(주)한국토지신탁,00233653,034830,"최윤성, 김성진",642
코오롱이앤피(주),00241005,138490,김영범,20202
에이치디씨현대이피(주),00357935,089470,정 원 섭,204
AJ네트웍스 주식회사,00365387,095570,곽정호,76320
(주)엘엑스하우시스,00759513,108670,"노진서, 한주우",2222
코오롱인더스트리(주),00795135,120110,"허성, 유석진",205
에스디바이오센서(주),00854997,137310,이효근,27112
한솔테크닉스(주),00157399,004710,유경준,26299
한올바이오파마(주),00162586,009420,"정승원,박수진(공동대표이사)",212
현대약품(주),00164706,004310,이상준,212
환인제약(주),00166573,016580,"이광식, 이원범(각자 대표이사)",212
한미약품(주),00828497,128940,박재현,212
세원이앤씨(주),00585219,091090,김종성,251
한국타이어앤테크놀로지(주),00937324,161390,"안종선, 이상훈(공동대표이사)",221
현대코퍼레이션홀딩스(주),01108099,227840,"정몽혁, 김원갑, 권철호",463
에이치디씨현대산업개발(주),01310269,294870,"정경구, 조태제(각자 대표이사)",411
코오롱모빌리티그룹(주),01712485,450140,"강이구, 최현석",45110
대원강업(주),00111847,000430,"박민희, 김항수",303
에쓰씨엔지니어링(주),00121969,023960,김기웅,412
(주)종근당,00992871,185750,김영주,212
일동제약(주),01168383,249420,윤웅섭,212
(주)제주은행,00148832,006220,이희수,64121
아이에스동서(주),00115977,010780,"남병옥, 허필식, 배기문",2332
(주)TCC스틸,00117300,002710,"손봉락, 손기영, 김영학 (각자대표)",24191
(주)키다리스튜디오,00140131,020120,"허흥범, 박건원 (각자대표)",631
코스맥스비티아이(주),00219574,044820,"허민호, 이병주",64992
(주)씨티알모빌리티,00450010,308170,양현철,303
(주)케이이씨,00589127,092220,배석홍,2612
코스맥스(주),01009789,192820,"최경, 이병만",20423
두산퓨얼셀 주식회사,01412725,336260,"이두순, 윤재동 (각자 대표이사)",28111
한화갤러리아(주),01722437,452260,김영훈,47111
애경케미칼(주),00936787,161000,표경원,201
솔루스첨단소재 주식회사,01412822,336370,곽근만,26299
깨끗한나라(주),00113492,004540,"최현수, 이동열",171
(주)태경비케이,00122481,014580,"김민정, 정구일, 박충기 (각자 대표이사)",23312
일양약품(주),00146454,007570,"김동연, 정유석",212
한신기계공업(주),00162072,011700,최영민,29132
(주)셀트리온,00413046,068270,"기우성, 김형기, 서진석",211
(주)세우글로벌,00134176,013000,안백순,467
(주)삼양홀딩스,00126937,000070,"엄태웅, 김경진",64992
(주)서원,00131197,021050,"조시영, 조경호, 박주황",243
(주)영풍,00141307,000670,김기호,24213
한국석유공업(주),00157991,004090,"강승모,송상호(각자 대표이사)",23999
(주)한진중공업홀딩스,00163673,003480,조원국,352
(주)파라다이스,00171265,034230,최종환,91249
에이치에스화성(주),00174527,002460,"이종원,임기영",41112
(주)콘텐트리중앙,00203315,036420,"이중원, 홍정인(각자대표)",591
삼아알미늄(주),00126779,006110,"한남희, 김진범",24222
아남전자(주),00138516,008700,"공동대표이사 : 유성준, 박준구",265
KPX케미칼(주),00191472,025000,"양준영, 박승구, 이찬수(각자대표이사)",20119
삼성증권(주),00104856,016360,박종문,66121
엘지이노텍(주),00105961,011070,문혁수,262
삼성생명보험(주),00126256,032830,홍원학,65110
삼성중공업(주),00126478,010140,최성안,3111
(주)신세계,00136378,004170,박주형,47111
현대차증권(주),00137997,001500,배형근,66121
(주)에스원,00158501,012750,"남궁범, 하나오카 타쿠로",75320
화천기공(주),00166519,000850,"권형석, 권형도(공동대표이사)",29223
일진다이아몬드(주),00508274,081000,이무영,204
키움증권(주),00296290,039490,엄주성,66121
주식회사 신한서부티엔디위탁관리부동산투자회사,01436558,404990,승만호,68112
고려제강(주),00103006,002240,주종대,2411
흥국화재해상보험(주),00103176,000540,송윤상,65121
(주)대현,00113614,016090,신윤황,14112
(주)엘엑스세미콘,00525934,108320,이윤태,2612
자화전자(주),00146861,033240,"김상면, 김찬용(각자대표)",26292
(주)코아스,00210856,071950,"민경중, 노병구(각자 대표이사)",320
텔코웨어(주),00361488,078000,"금한태, 배성 (각자 대표이사)",631
(주)케이티씨에스,00372882,058850,지정용,63991
(주)웅진씽크빅,00628189,095720,윤승현,85120
엘브이엠씨홀딩스(주),00838500,900140,"이창엽, 변성현 (각자 대표이사)",451
(주)시디즈,00852087,134790,"김태은, 우인환 (각자대표)",32029
(주)씨케이솔루션,01210677,480370,"김유곤, 안근표 (공동 대표이사)",721
(주)티와이홀딩스,01497869,363280,오동헌,64992
광동제약(주),00103592,009290,최성원,21220
(주)효성,00117188,004800,"조현준, 황윤언",649
유안타증권(주),00117601,003470,뤄즈펑,66121
동원수산(주),00118044,030720,"WANG KI YONG JR, 왕인상",03111
선도전기(주),00131939,007610,권  혁,28123
(주)일신석재,00146296,007110,공동대표이사 조용철  공동대표이사 이용재,466
한국주철관공업(주),00159573,000970,"김태형, 이창훈, 김영훈 (각자대표제)",24131
한신공영(주),00162063,004960,"최문규,전재식(각자 대표이사)",41112
상신브레이크(주),00129642,041650,박세종,303
(주)신풍,00137368,002870,정학헌,467
롯데쇼핑(주),00120526,023530,"신동빈, 김상현(김 사무엘 상현), 정준호, 강성현",47111
현대비앤지스틸(주),00125743,004560,"대표이사 사장 정일선, 대표이사 전무 김성문(각자 대표이사)",24122
서울도시가스(주),00130684,017390,공동대표이사 진용민 공동대표이사 황주석,35200
(주)포스코디엑스,00155212,022100,심민석,72129
에이치디한국조선해양(주),00164830,009540,"정기선, 김성준 (각자 대표이사)",64992
새론오토모티브(주),00305668,075180,"박도순, 쿠마카와 테츠야",303
아시아나아이디티(주),00458234,267850,김응철,62021
(주)비상교육,00520887,100220,양태회,5811
(주)에이치제이중공업,00633835,097230,"김완석, 유상철",41221
(주)비지에프리테일,01263022,282330,민승배,47122
(주)비지에프,00219097,027410,홍정국,64992
동화약품(주),00119195,000020,"유준하, 윤인호(각자 대표이사)",212
주식회사 솔루엠,01159233,248070,전성호,2629
현대위아(주),00106623,011210,권오성,303
(주)엔케이,00172228,085310,박제완,2512
삼부토건(주),00125974,001470,오일록,41221
(주)사조오양,00141875,006090,박정훈,102
주식회사 대신밸류리츠위탁관리부동산투자회사,01885222,0030R0,김광진,642
한화비전(주),01867758,489790,김기철,264
에이치엘비글로벌(주),00169048,003580,김광재,471
대한조선 주식회사,00182696,439260,"왕삼동, 이석문",3111
대한화섬(주),00113544,003830,김대정,20501
사조산업(주),00124799,007160,"주진우, 김치곤(각자대표)",102
(주)디에이치오토넥스,00126089,000300,최준용,303
태광산업(주),00153393,003240,유태호,20501
(주)세아제강,01325979,306200,"이휘령, 홍만기",2413
산일전기(주),00366438,062040,"박동석, 한익희 (공동대표)",28112
(주)잇츠한불,00911955,226320,임진성,20423
(주)지에스글로벌,00138190,001250,이영환,468
(주)제일기획,00148276,030000,김종현,71310
(주)인디에프,00106881,014990,김한수,14112
한화솔루션(주),00162461,009830,"박승덕, 남정운, 김동관",20111
(주)달바글로벌,01649204,483650,반성연,20423
(주)대호에이엘,00428729,069460,김영대,24222
(주)대덕,00109189,008060,김영재,64992
(주)카프로,00159810,006380,박성명,20119
(주)아이마켓코리아,00360142,122900,김학재,46800
DB증권(주),00115694,016610,곽봉석,66121
케이지모빌리티(주),00138242,003620,"곽재선, 황기영 (각자대표이사)",301
엘지디스플레이(주),00105873,034220,정철동,2621
동양생명보험(주),00117267,082640,성대규,65110
한국항공우주산업(주),00309503,047810,차재병,31311
(주)수산세보틱스,00135111,017550,"양희준, 김병현 (각자대표) ",29241
SK이노베이션(주),00631518,096770,추형욱,192
(주)스타에스엠자기관리부동산투자회사,01035289,204210,박문성,681
핸즈코퍼레이션(주),00119140,143210,"승현창, 박세진(각자대표)",303
(주)토니모리,00816544,214420,김승철,20423
DSR제강(주),00151298,069730,"홍하종, 홍석빈 (각자 대표이사)",24123
(주)케이씨텍,01261893,281820,"양호근, 최동규 (각자 대표이사)",272
(주)오리엔트바이오,00141626,002630,장재진,212
(주)모나리자,00173102,012690,이석주,17902
에스케이아이이테크놀로지 주식회사,01386916,361610,이상민,282
(주)티웨이홀딩스,00109514,004870,서종대,23325
(주)빙그레,00124726,005180,김광수,104
신영증권(주),00136721,001720,"황성엽, 금정호",66121
(주)미스토홀딩스,00195229,081660,윤근창,464
(주)동성케미컬,00679314,102260,"이만우, 백진우 (각자 대표이사)",20202
일성아이에스(주),00146214,003120,"윤석근, 엄대식, 윤종호(각자대표)",212
OCI(주),01760738,456040,"김유신, 김원현(2인, 각자 대표이사)",20129
한세실업(주),00728638,105630,"김익환, 김경",14199
한양증권(주),00162416,001750,김병철,66121
대동전자(주),00157104,008110,이관우,264
주식회사 더본코리아,00968607,475560,백종원,468
(주)티웨이항공,00671376,091810,이상윤,511
(주)인스코비,00122825,006490,유인수,612
(주)케이씨씨글라스,01428203,344820,"정몽익, 변종오(각자대표이사)",2311
한화생명보험(주),00113058,088350,"권혁웅, 이경근",65110
한화시스템(주),00339391,272210,손재일,26299
엔에이치엔(주),00983271,181710,정우진,5821
CJ(주),00148540,001040,"손경식, 김홍기",64992
(주)에이프로젠바이오로직스,00101044,003060,"김재섭, 김정출",212
삼양통상(주),00127042,002170,"허준홍, 정대락 (2인 각자 대표이사)",15110
(주)아이티센씨티에스,00186559,031820,권창완,6201
화승인더스트리(주),00166227,006060,대표이사 현석호,46800
(주)광명전기,00103662,017040,이재광,28123
디와이피(주),00117726,092780,홍순겸,301
(주)아모레퍼시픽홀딩스,00154462,002790,"서경배, 이상목",20423
일정실업(주),00146542,008500,"고동수, 김철환",133
지에스건설(주),00120030,006360,"허창수, 허윤홍(각자 대표이사)",4111
디케이엠이(주),00108746,015590,백승륜,29176
롯데이노베이트(주),01262032,286940,김경엽,62021
디와이덕양(주),00114154,024900,"윤성희, 배운교, 문경호",303
(주)엘지에너지솔루션,01515323,373220,김동명,28202
고려아연(주),00102858,010130,"박기덕, 정태웅",24213
진원생명과학(주),00118521,011000,"고광연,한우근",212
제이준코스메틱(주),00136776,025620,전경재,204
(주)한국종합기술,00159500,023350,김한영,72121
